frame,L_thumb_x,L_thumb_y,L_thumb_z,L_index_x,L_index_y,L_index_z,L_middle_x,L_middle_y,L_middle_z,L_ring_x,L_ring_y,L_ring_z,L_pinky_x,L_pinky_y,L_pinky_z,R_thumb_x,R_thumb_y,R_thumb_z,R_index_x,R_index_y,R_index_z,R_middle_x,R_middle_y,R_middle_z,R_ring_x,R_ring_y,R_ring_z,R_pinky_x,R_pinky_y,R_pinky_z
10,0.5334120988845825,0.932081937789917,0.011136163026094437,0.5870926380157471,0.68292635679245,0.0039013775531202555,0.6388285160064697,0.6411622166633606,-0.0035951498430222273,0.6855284571647644,0.6660474538803101,-0.005875673145055771,0.733222484588623,0.738593339920044,0.007613280788064003,0.2913830578327179,0.9570466876029968,-0.04199153184890747,0.25128769874572754,0.7098667025566101,-0.05745590478181839,0.19395510852336884,0.640819251537323,-0.06225527077913284,0.157571941614151,0.6636048555374146,-0.061551984399557114,0.11469259858131409,0.7196995615959167,-0.05759265273809433
11,0.5336238145828247,0.9342800378799438,0.0018860033014789224,0.5865914225578308,0.6852492094039917,-0.0026052992325276136,0.6355043053627014,0.6409387588500977,-0.005734146106988192,0.6835290193557739,0.6654092073440552,-0.011013205163180828,0.7327865958213806,0.7410663962364197,0.0006427859771065414,0.2922126054763794,0.9563128352165222,-0.03960437327623367,0.2509658932685852,0.71056067943573,-0.053993646055459976,0.19474086165428162,0.6406580209732056,-0.05828480049967766,0.15785987675189972,0.6627380847930908,-0.057483598589897156,0.1149749606847763,0.7210633158683777,-0.052893076092004776
12,0.5350171327590942,0.9341368675231934,-0.005383607931435108,0.5862681269645691,0.6968410015106201,-0.012826512567698956,0.6331377625465393,0.643146276473999,-0.02086368016898632,0.6812718510627747,0.6655093431472778,-0.02679411694407463,0.7311763763427734,0.7402846217155457,-0.01576249673962593,0.2923872470855713,0.9560970067977905,-0.03787241876125336,0.25137975811958313,0.7128256559371948,-0.05140833929181099,0.19630536437034607,0.6422348022460938,-0.05611565709114075,0.15821713209152222,0.6623477935791016,-0.05529501289129257,0.11562275886535645,0.7219321727752686,-0.0504012256860733
13,0.533367931842804,0.9363073110580444,0.004943645093590021,0.5872981548309326,0.6975310444831848,-0.0010199151001870632,0.6314375996589661,0.641331672668457,-0.009912531822919846,0.6809365153312683,0.6647396683692932,-0.014535569585859776,0.7315345406532288,0.7406786680221558,-0.0015439294511452317,0.29238662123680115,0.9553787112236023,-0.044924113899469376,0.25064361095428467,0.7167409658432007,-0.06056797876954079,0.1975383460521698,0.6418448686599731,-0.06509988009929657,0.15876777470111847,0.6594900488853455,-0.06454531848430634,0.11524520069360733,0.7206051349639893,-0.05978093668818474
14,0.533946692943573,0.9352925419807434,0.005057768430560827,0.5865443348884583,0.6979427337646484,0.001776495249941945,0.6302794814109802,0.6437054872512817,-0.006617021281272173,0.6809378266334534,0.6638221740722656,-0.012145520187914371,0.7322646379470825,0.7402481436729431,-9.367912571178749e-05,0.2928527891635895,0.9551942944526672,-0.04800115525722504,0.250556617975235,0.7201656103134155,-0.0646200105547905,0.19960245490074158,0.6432418823242188,-0.06997514516115189,0.15894371271133423,0.6633144617080688,-0.06808453798294067,0.11552482843399048,0.7225855588912964,-0.06286925822496414
15,0.5343592762947083,0.9401042461395264,0.020845862105488777,0.5852031707763672,0.7042057514190674,0.018028337508440018,0.6249056458473206,0.6425301432609558,0.002179277129471302,0.6780717372894287,0.6622191071510315,-0.0051991562359035015,0.7321825623512268,0.7406970262527466,0.008193284273147583,0.2931991219520569,0.9555063247680664,-0.046120695769786835,0.25179505348205566,0.7217799425125122,-0.061339814215898514,0.20296700298786163,0.6478294134140015,-0.06722261756658554,0.1597195863723755,0.6635792255401611,-0.0668308213353157,0.11597215384244919,0.7226294875144958,-0.06307842582464218
16,0.5341147780418396,0.9439095258712769,0.03912412002682686,0.5838443040847778,0.7046545743942261,0.03778834268450737,0.6212765574455261,0.6448975205421448,0.020970767363905907,0.676167905330658,0.6627483367919922,0.013543075881898403,0.7305629253387451,0.7408332228660583,0.027645952999591827,0.2930566370487213,0.957141637802124,-0.04496317356824875,0.2531098425388336,0.7225566506385803,-0.060033634305000305,0.20489084720611572,0.6501708030700684,-0.06476349383592606,0.16136173903942108,0.6626604795455933,-0.064747154712677,0.11734484136104584,0.7241611480712891,-0.06123475730419159
17,0.5336856245994568,0.945216715335846,0.04544459283351898,0.5838823318481445,0.7047666311264038,0.0451689139008522,0.6177505254745483,0.6430138349533081,0.026434296742081642,0.6749207973480225,0.660768985748291,0.01874851994216442,0.730134129524231,0.737991452217102,0.03133479878306389,0.2915588319301605,0.9608132243156433,-0.04669887572526932,0.2535579800605774,0.7252715826034546,-0.06633683294057846,0.20657002925872803,0.6549369096755981,-0.07268616557121277,0.1639714241027832,0.6651544570922852,-0.07345723360776901,0.11856531351804733,0.7243438959121704,-0.0704837441444397
18,0.533635675907135,0.9481804370880127,0.05313108488917351,0.5838196873664856,0.7065938115119934,0.053307365626096725,0.6188676953315735,0.643063485622406,0.030085686594247818,0.6752042770385742,0.6601898670196533,0.02372021973133087,0.7303352952003479,0.7359939813613892,0.036211591213941574,0.29075631499290466,0.9659804105758667,-0.044789474457502365,0.2541430592536926,0.7334303259849548,-0.06777505576610565,0.2059001475572586,0.654190719127655,-0.07624290883541107,0.16451923549175262,0.6646027565002441,-0.07857950776815414,0.118705153465271,0.723863959312439,-0.07791280001401901
19,0.5338588356971741,0.9476601481437683,0.05190576985478401,0.5836638808250427,0.7056493759155273,0.0604557991027832,0.6190047264099121,0.6450556516647339,0.03955594822764397,0.6773914694786072,0.6617904901504517,0.0298386849462986,0.7314852476119995,0.7366200089454651,0.041820820420980453,0.29021191596984863,0.9621900320053101,-0.04589647054672241,0.2532033920288086,0.7350983619689941,-0.06945474445819855,0.20550376176834106,0.6512063145637512,-0.07917895913124084,0.1628894954919815,0.6620091199874878,-0.08138611912727356,0.11788685619831085,0.7262021899223328,-0.08019767701625824
20,0.5351799726486206,0.9472939372062683,0.07092566788196564,0.5840821862220764,0.7067970037460327,0.07599177211523056,0.6179051995277405,0.6440726518630981,0.05335331708192825,0.6767483949661255,0.66034996509552,0.044153738766908646,0.7332552075386047,0.7370458245277405,0.05567331239581108,0.29007959365844727,0.9607470631599426,-0.04411127418279648,0.25324493646621704,0.7352564334869385,-0.06777066737413406,0.20529766380786896,0.650245189666748,-0.078021340072155,0.16317233443260193,0.6617028117179871,-0.08088483661413193,0.11822589486837387,0.7262810468673706,-0.07969790697097778
21,0.5337621569633484,0.9466444253921509,0.051910385489463806,0.5844929814338684,0.7080948352813721,0.05389620363712311,0.6188833117485046,0.6448851823806763,0.03179282322525978,0.6766153573989868,0.6581385135650635,0.02512754313647747,0.7338211536407471,0.7379839420318604,0.03868712857365608,0.29129329323768616,0.9586183428764343,-0.04528471827507019,0.2538956105709076,0.7312242984771729,-0.06895873695611954,0.20538735389709473,0.6480357646942139,-0.07899864763021469,0.1622302532196045,0.659832239151001,-0.08111939579248428,0.11848561465740204,0.7242516875267029,-0.08001560717821121
22,0.534357488155365,0.9479333758354187,0.033577270805835724,0.5852195024490356,0.7091342210769653,0.037119969725608826,0.6187421083450317,0.6455668807029724,0.01813114434480667,0.6769044399261475,0.6586004495620728,0.008488363586366177,0.732837975025177,0.7393983006477356,0.02020902931690216,0.29190945625305176,0.9587823152542114,-0.04549505189061165,0.25466158986091614,0.7309617400169373,-0.06868778169155121,0.20502372086048126,0.6487922668457031,-0.07781638205051422,0.1617884486913681,0.6607620716094971,-0.07966220378875732,0.11842156946659088,0.7225087285041809,-0.07848649471998215
23,0.5350520014762878,0.9468099474906921,0.025407755747437477,0.5857323408126831,0.707988977432251,0.025491615757346153,0.6182821393013,0.645560085773468,0.008933489210903645,0.6764490008354187,0.6578353643417358,-0.0007168237352743745,0.7323360443115234,0.7420015931129456,0.010283348150551319,0.2919870615005493,0.957408607006073,-0.043910786509513855,0.2551919221878052,0.7310149073600769,-0.06774228066205978,0.2056419551372528,0.6476730108261108,-0.07811608165502548,0.16276873648166656,0.6609704494476318,-0.07976408302783966,0.11838217079639435,0.7216161489486694,-0.07892739027738571
24,0.534447193145752,0.9451355934143066,0.02901351824402809,0.5863084197044373,0.7084126472473145,0.0331430546939373,0.6177548170089722,0.647947371006012,0.014829439111053944,0.6775127053260803,0.6577780246734619,0.005467256531119347,0.7323681712150574,0.7399265766143799,0.018317416310310364,0.2919743061065674,0.9573627710342407,-0.04432660713791847,0.25549137592315674,0.7307126522064209,-0.06811396777629852,0.20547011494636536,0.6467674374580383,-0.07799766957759857,0.16323384642601013,0.6601486206054688,-0.0795455202460289,0.11795419454574585,0.7210585474967957,-0.0783868283033371
25,0.5349522829055786,0.9456034898757935,0.0363650843501091,0.5862824320793152,0.7077877521514893,0.035426292568445206,0.616802990436554,0.6476725935935974,0.013755458407104015,0.6773334741592407,0.6582900285720825,0.007437646854668856,0.7323312759399414,0.7379729747772217,0.021868381649255753,0.29205718636512756,0.9561575651168823,-0.04503311961889267,0.2555192708969116,0.7307140827178955,-0.06839393824338913,0.20607230067253113,0.6458908319473267,-0.07892898470163345,0.162246435880661,0.6581947803497314,-0.07974537461996078,0.1179099977016449,0.7211558222770691,-0.07825572788715363
26,0.534677267074585,0.9473360776901245,0.032020799815654755,0.5861128568649292,0.7099394798278809,0.03131277859210968,0.6165633797645569,0.647127628326416,0.009511545300483704,0.6757187247276306,0.658252477645874,0.004077534656971693,0.7324349284172058,0.7344589233398438,0.019327862188220024,0.29143449664115906,0.9555940628051758,-0.0448920838534832,0.2555057108402252,0.7297888994216919,-0.06952329725027084,0.20702789723873138,0.6459527015686035,-0.08046438544988632,0.163423091173172,0.6570667028427124,-0.08144611865282059,0.11781579256057739,0.7193389534950256,-0.08028159290552139
27,0.5355755686759949,0.9458027482032776,0.035008251667022705,0.5860565304756165,0.7091608643531799,0.032507237046957016,0.6152565479278564,0.6441534757614136,0.010455062612891197,0.6758395433425903,0.6568771004676819,0.005839835852384567,0.7325989007949829,0.7336680889129639,0.02188730612397194,0.2911455035209656,0.9540450572967529,-0.04442748799920082,0.25532934069633484,0.7305804491043091,-0.06787881255149841,0.20744965970516205,0.6448904871940613,-0.07838255167007446,0.16413260996341705,0.6566236019134521,-0.07985267788171768,0.11794450879096985,0.718841552734375,-0.07892274856567383
28,0.5348994135856628,0.9446476697921753,0.03132283315062523,0.5863574743270874,0.7095552682876587,0.02973370999097824,0.6152048110961914,0.6419694423675537,0.007710345089435577,0.6760799884796143,0.655132532119751,0.0012675479520112276,0.7328261137008667,0.7324724197387695,0.015187551267445087,0.29056450724601746,0.9524381756782532,-0.04357648268342018,0.2551627457141876,0.7289355993270874,-0.06534533202648163,0.20770907402038574,0.645095944404602,-0.07508838176727295,0.1638907790184021,0.6577043533325195,-0.0765819400548935,0.11792217195034027,0.7197762131690979,-0.07560490816831589
29,0.5350918769836426,0.9439793825149536,0.05009206384420395,0.5857433080673218,0.7065503597259521,0.04176843911409378,0.6155551671981812,0.6410955190658569,0.016645167022943497,0.6753877997398376,0.6539407968521118,0.012021913193166256,0.7320014834403992,0.730938196182251,0.025490982457995415,0.2901192605495453,0.9542967677116394,-0.047073811292648315,0.25495004653930664,0.7286162376403809,-0.06941903382539749,0.2070673108100891,0.6453074216842651,-0.07829167693853378,0.16385748982429504,0.6581223011016846,-0.07915342599153519,0.11768807470798492,0.7207646369934082,-0.07772387564182281
30,0.5333886742591858,0.9436441659927368,0.0361538790166378,0.5850976705551147,0.705011248588562,0.03377756476402283,0.6168522834777832,0.6394453048706055,0.010781537741422653,0.6757073402404785,0.6553381681442261,0.006012392695993185,0.7328159809112549,0.7308796644210815,0.020104259252548218,0.2891480028629303,0.9536757469177246,-0.04472506046295166,0.25373876094818115,0.7297362685203552,-0.06764061003923416,0.20707321166992188,0.6450966596603394,-0.0796264261007309,0.16265146434307098,0.6572223901748657,-0.07981996983289719,0.11601509153842926,0.7217629551887512,-0.07854701578617096
31,0.5339758992195129,0.9424993991851807,0.040364738553762436,0.5853943228721619,0.706023097038269,0.037397388368844986,0.6173842549324036,0.6381975412368774,0.015071452595293522,0.6750093102455139,0.6522642970085144,0.007981930859386921,0.7319381833076477,0.7348077893257141,0.02124556340277195,0.28877612948417664,0.955580472946167,-0.045132339000701904,0.2543088495731354,0.7303458452224731,-0.0674886628985405,0.2064303755760193,0.6464821696281433,-0.07723574340343475,0.16331788897514343,0.6589375138282776,-0.07822097092866898,0.11680227518081665,0.719763994216919,-0.07715441286563873
32,0.5332403182983398,0.946387529373169,0.05763968825340271,0.5844005346298218,0.7032372355461121,0.05089215189218521,0.6169818043708801,0.6400619745254517,0.02600274421274662,0.6759158968925476,0.6575490236282349,0.022092904895544052,0.7331600785255432,0.7311116456985474,0.03632652387022972,0.2880406975746155,0.9574370980262756,-0.045832615345716476,0.2538512647151947,0.7302934527397156,-0.06810314208269119,0.20662358403205872,0.646238386631012,-0.07854385673999786,0.1624046415090561,0.6589997410774231,-0.07939326763153076,0.11511421203613281,0.7210686206817627,-0.07813574373722076
33,0.5343578457832336,0.9486836791038513,0.0727016031742096,0.5849966406822205,0.7083573341369629,0.06264671683311462,0.6166840195655823,0.6415640115737915,0.03363344445824623,0.6753785014152527,0.6564421653747559,0.030873212963342667,0.7345117330551147,0.7308539152145386,0.044068239629268646,0.28718382120132446,0.9577488303184509,-0.043674930930137634,0.2532203793525696,0.7309821248054504,-0.06479953229427338,0.20597821474075317,0.6476259231567383,-0.07455042004585266,0.16289281845092773,0.6601028442382812,-0.07556278258562088,0.11441271007061005,0.7206697463989258,-0.07428961992263794
34,0.5337715744972229,0.9515411853790283,0.06570577621459961,0.5851457715034485,0.7048888802528381,0.05717387795448303,0.6167078614234924,0.6443688273429871,0.029355613514780998,0.6751506924629211,0.6585421562194824,0.02715730108320713,0.7342087626457214,0.7300124764442444,0.040361981838941574,0.2858114242553711,0.957075834274292,-0.04680775851011276,0.2527105212211609,0.7299342155456543,-0.06915776431560516,0.2043450027704239,0.6492156982421875,-0.07774888724088669,0.16324616968631744,0.660591721534729,-0.07941971719264984,0.11299994587898254,0.7202839255332947,-0.07880379259586334
35,0.5336646437644958,0.9535444378852844,0.06930448859930038,0.5852543115615845,0.703925609588623,0.055633459240198135,0.6175847053527832,0.642735481262207,0.028411531820893288,0.6745502352714539,0.6577440500259399,0.02716592326760292,0.7342820167541504,0.7303292155265808,0.03971756249666214,0.2848775386810303,0.954729437828064,-0.04411102831363678,0.2530185580253601,0.729243278503418,-0.0668860375881195,0.20334357023239136,0.6461589336395264,-0.0778600350022316,0.1599598079919815,0.6584883332252502,-0.07866150885820389,0.10991854220628738,0.7203392386436462,-0.07779206335544586
36,0.534481942653656,0.9544379115104675,0.07690180093050003,0.585849940776825,0.7031607627868652,0.05807314068078995,0.6204901337623596,0.6417630910873413,0.03175913169980049,0.6752184629440308,0.6584828495979309,0.03165403753519058,0.7349539995193481,0.7283597588539124,0.04210175946354866,0.28367823362350464,0.9544548988342285,-0.04580087214708328,0.25237974524497986,0.7299726009368896,-0.06762570142745972,0.20210875570774078,0.6496531963348389,-0.07667778432369232,0.16068264842033386,0.6602081060409546,-0.07913681119680405,0.109351746737957,0.7186326384544373,-0.07898634672164917
37,0.5331782698631287,0.954495906829834,0.04029858857393265,0.5849771499633789,0.699540376663208,0.036999430507421494,0.6256491541862488,0.642611563205719,0.019371693953871727,0.6779893040657043,0.6589717864990234,0.016120659187436104,0.7358876466751099,0.731124758720398,0.029893290251493454,0.28324830532073975,0.9542102813720703,-0.03866085782647133,0.25310689210891724,0.729505181312561,-0.057505279779434204,0.20290887355804443,0.6501731872558594,-0.06606404483318329,0.16066430509090424,0.6602982878684998,-0.06857217848300934,0.10874499380588531,0.7186336517333984,-0.06792677938938141
38,0.5347139835357666,0.956577718257904,0.01275300607085228,0.5854490995407104,0.6997581124305725,0.007123148068785667,0.634681224822998,0.6426615118980408,-0.00644939299672842,0.6805471777915955,0.6626466512680054,-0.013556540943682194,0.7360915541648865,0.7324933409690857,-0.0010517699411138892,0.2848462462425232,0.9544367790222168,-0.043842729181051254,0.2517229914665222,0.7264999151229858,-0.06182146444916725,0.2018507868051529,0.6516714096069336,-0.06654752790927887,0.16044257581233978,0.6587315797805786,-0.06810946762561798,0.10745558887720108,0.720424473285675,-0.06553491950035095
39,0.5362269282341003,0.9584766626358032,0.0010623167036101222,0.5876787304878235,0.6951290965080261,-0.0038970112800598145,0.6349148154258728,0.6460146903991699,-0.011172023601830006,0.6798426508903503,0.6635357141494751,-0.01862087845802307,0.7372450232505798,0.7357086539268494,-0.008495054207742214,0.2858140468597412,0.9578849673271179,-0.03448783978819847,0.2549469769001007,0.7232599854469299,-0.0503225140273571,0.2023390829563141,0.6503372192382812,-0.05601442605257034,0.16155917942523956,0.6615342497825623,-0.05798283591866493,0.10720076411962509,0.7216304540634155,-0.05441119894385338
40,0.5369926691055298,0.9599215984344482,-0.0064894356764853,0.5890322923660278,0.6938743591308594,-0.012007412500679493,0.6372816562652588,0.6479926109313965,-0.01654285378754139,0.6814340353012085,0.6639231443405151,-0.028051480650901794,0.739113450050354,0.7373266816139221,-0.02103813923895359,0.28410762548446655,0.9585386514663696,-0.046554964035749435,0.2539632320404053,0.7159756422042847,-0.06569329649209976,0.20307283103466034,0.6490291357040405,-0.06708167493343353,0.16047245264053345,0.6602998971939087,-0.06860712915658951,0.10484293848276138,0.7242615222930908,-0.06538568437099457
41,0.5382546186447144,0.9589594006538391,-0.004682557657361031,0.5912039875984192,0.6898345351219177,-0.008913576602935791,0.6353674530982971,0.6505898237228394,-0.013909276574850082,0.6805316209793091,0.6635439991950989,-0.024572554975748062,0.739820659160614,0.7377525568008423,-0.01741163060069084,0.28292909264564514,0.9621615409851074,-0.038195911794900894,0.24661043286323547,0.7081966996192932,-0.055692508816719055,0.2013533115386963,0.653068482875824,-0.05779900401830673,0.15944892168045044,0.6643557548522949,-0.059624429792165756,0.10232772678136826,0.7234629392623901,-0.05699024721980095
42,0.5379602313041687,0.9600623846054077,0.03164659067988396,0.593355655670166,0.6847784519195557,0.021106598898768425,0.631683349609375,0.6520735025405884,0.013497130014002323,0.6784804463386536,0.6663773059844971,0.006510516628623009,0.7401326894760132,0.7381839156150818,0.017472892999649048,0.2814072370529175,0.9660323858261108,-0.03769485652446747,0.24561092257499695,0.7049440145492554,-0.053637970238924026,0.20263896882534027,0.6554766297340393,-0.053967155516147614,0.15946444869041443,0.6682382822036743,-0.057148512452840805,0.09932641685009003,0.7275780439376831,-0.05544501543045044
43,0.5365709066390991,0.9594202637672424,0.002600985113531351,0.5931057929992676,0.6818429827690125,-0.0005510121118277311,0.6301133036613464,0.6571987867355347,-0.0026835494209080935,0.6753221750259399,0.6665983200073242,-0.013397417031228542,0.7398440837860107,0.7393423318862915,-0.0055143022909760475,0.27992528676986694,0.9677069187164307,-0.0377170704305172,0.24063093960285187,0.7039923667907715,-0.05338146165013313,0.20474277436733246,0.6616833209991455,-0.05349535122513771,0.16134701669216156,0.6709558367729187,-0.05696826055645943,0.10018320381641388,0.7264242172241211,-0.055802393704652786
44,0.5357301831245422,0.9584817290306091,0.013235701248049736,0.5919710993766785,0.6785174608230591,0.00341785722412169,0.627241313457489,0.6608186364173889,0.003111048135906458,0.6737988591194153,0.6663389205932617,-0.002927586203441024,0.7370508313179016,0.7362810373306274,0.009712789207696915,0.27972811460494995,0.966355562210083,-0.04161959886550903,0.23631687462329865,0.7014716863632202,-0.055861979722976685,0.20638926327228546,0.6662484407424927,-0.053678203374147415,0.1636170595884323,0.6701542139053345,-0.056300997734069824,0.10266485810279846,0.7262775301933289,-0.0548330582678318
45,0.5355460047721863,0.961024820804596,0.0008452281472273171,0.5928850173950195,0.679021954536438,-0.0020922902040183544,0.6263896822929382,0.6639451384544373,-0.0031850780360400677,0.6724263429641724,0.6660062670707703,-0.010171904228627682,0.7342290878295898,0.7338762879371643,-0.0003307249571662396,0.2790302634239197,0.9678839445114136,-0.04143332317471504,0.23726800084114075,0.7024343013763428,-0.055462293326854706,0.2097265124320984,0.6735856533050537,-0.05243806540966034,0.16677436232566833,0.6751896142959595,-0.054545123130083084,0.10438738018274307,0.7302272915840149,-0.053682632744312286
46,0.536392867565155,0.9617406129837036,-0.007823239080607891,0.5962824821472168,0.6793951988220215,-0.009874839335680008,0.6261317133903503,0.6643736362457275,-0.012697222642600536,0.671063244342804,0.6691250801086426,-0.021016525104641914,0.73345547914505,0.7367087006568909,-0.014348900876939297,0.28035327792167664,0.9682205319404602,-0.04336027055978775,0.23804932832717896,0.7032777070999146,-0.05469486862421036,0.21263247728347778,0.6806703805923462,-0.051426179707050323,0.1727781593799591,0.6796240210533142,-0.05315267667174339,0.10835963487625122,0.7307019829750061,-0.05235503986477852
47,0.5357204675674438,0.9604326486587524,-0.007583262398838997,0.5980347394943237,0.6773426532745361,-0.010211608372628689,0.6273455023765564,0.668724775314331,-0.00997803546488285,0.6705787181854248,0.6716862320899963,-0.01772000826895237,0.7331584095954895,0.7362669110298157,-0.01303684338927269,0.28028321266174316,0.9709914326667786,-0.03987878933548927,0.23772084712982178,0.7040365934371948,-0.051137108355760574,0.21470040082931519,0.6826882362365723,-0.04830733686685562,0.1766185462474823,0.6822795271873474,-0.05127107724547386,0.10966567695140839,0.7302913665771484,-0.051171645522117615
